Feature Name,Clean Feature Name,Target,Diameter,Center Latitude,Center Longitude,Coordinate System,Feature Type,Approval Status,Origin
Lovell,Lovell,Moon,35.10,-36.74,-142.47,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"James A., Jr.; American astronaut (1928-Live)."
Lowell,Lowell,Moon,62.65,-12.97,-103.42,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Percival; American astronomer (1855-1916).
Lubbock,Lubbock,Moon,14.09,-3.99,41.79,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Sir John William; British astronomer, mathematician (1803-1865)."
Lubiniezky,Lubiniezky,Moon,42.97,-17.88,-23.89,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Stanislaus; Polish astronomer (1623-1675).
Lucian,Lucian,Moon,6.85,14.34,36.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Of Samosata; Greek writer (125-190).
Lucretius,Lucretius,Moon,64.61,-8.22,-121.24,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Titus Lucretius Carus; Roman scientific philosopher (c. 94-55 B.C.).
Ludwig,Ludwig,Moon,23.29,-7.72,97.45,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Carl Friedrich Wilhelm; German physiologist (1816-1895).
Lundmark,Lundmark,Moon,103.44,-38.87,152.56,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Knut Emil; Swedish astronomer (1889-1958).
Luther,Luther,Moon,9.29,33.20,24.15,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Carl Theodor Robert; German astronomer (1822-1900).
Lyapunov,Lyapunov,Moon,67.58,26.43,89.36,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Aleksandr Mikhailovich; Russian mathematician, engineer (1857-1918)."
Lyell,Lyell,Moon,31.17,13.63,40.56,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir Charles; Scottish geologist (1797-1875).
Lyman,Lyman,Moon,83.25,-64.96,162.47,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Theodore; American physicist (1874-1954).
Lyot,Lyot,Moon,150.60,-50.47,84.80,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Bernard Ferdinand; French astronomer (1897-1952).
Mach,Mach,Moon,174.97,18.13,-149.24,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Ernst; Austrian physicist, philosopher (1838-1916)."
Maclaurin,Maclaurin,Moon,54.33,-1.92,67.99,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Colin; Scottish mathematician (1698-1746). (Spelling changed from MacLaurin.)
Maclear,Maclear,Moon,20.34,10.52,20.10,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sir Thomas; Irish-born South African astronomer (1794-1879).
MacMillan,MacMillan,Moon,6.88,24.20,-7.85,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"William Duncan; American mathematician, astronomer (1871-1948)."
Macrobius,Macrobius,Moon,62.79,21.26,45.97,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ambrosius Aurelius Theodosius; Roman writer (unkn-fl. c. 410).
Mädler,Madler,Moon,27.58,-11.04,29.76,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johann Heinrich; German astronomer (1794-1874).
Maestlin,Maestlin,Moon,6.82,4.90,-40.72,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Michael; German mathematician (1550-1631).
Magelhaens,Magelhaens,Moon,37.20,-11.98,44.07,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Fernao De (Ferdinand Magellan); Portuguese explorer (1480-1521).
Maginus,Maginus,Moon,155.58,-50.03,-5.98,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Magini, Giovanni Antonio; Italian astronomer, mathematician (1555-1617)."
Main,Main,Moon,47.43,80.87,10.41,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Robert; British astronomer (1808-1878).
Mairan,Mairan,Moon,39.49,41.60,-43.50,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Jean Jacques D'Ortous De; French geophysicist (1678-1771).
Maksutov,Maksutov,Moon,83.84,-40.75,-168.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Dmitrij Dmitrievich; Soviet optician (1896-1964).
Malapert,Malapert,Moon,72.38,-85.00,11.40,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Charles; Belgian astronomer, mathematician, philosopher (1581-1630)."
Malinkin,Malinkin,Moon,8.28,-87.22,75.94,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Egor Ivanovich, Russian meteorite researcher (1923-2008)."
Mallet,Mallet,Moon,58.92,-45.41,54.05,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Robert; Irish seismologist, engineer (1810-1881)."
Malyy,Malyy,Moon,41.29,22.03,105.56,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Aleksandr L'vovich; Soviet rocketry scientist (1907-1961).
Mandel'shtam,Mandel shtam,Moon,181.89,5.70,162.39,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Leonid Isaakovich; Soviet physicist (1879-1944).
M. Anderson,M.  Anderson,Moon,16.94,-41.21,-148.99,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Michael Phillip; American astronaut, Space Shuttle Columbia Payload Commander (1959-2003)."
Manilius,Manilius,Moon,38.34,14.45,9.07,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Marcus; Roman writer (unkn-c. 50 B.C.).
Manners,Manners,Moon,15.04,4.57,19.99,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Russell Henry; British astronomer (1800-1870).
Manuel,Manuel,Moon,0.57,24.47,11.36,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Spanish male name.
Manzinus,Manzinus,Moon,95.97,-67.51,26.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Manzini, Carlo Antonio; Italian astronomer (1599-1677)."
Maraldi,Maraldi,Moon,39.62,19.36,34.80,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Giovanni Domenico; Italian-born French astronomer, geodesist (1709-1788); Giacomo Filippo; Italian-born French astronomer (1665-1729)."
Marci,Marci,Moon,24.47,22.23,-167.57,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Jan Marek Marci von Kronland; Czechoslovakian physicist (1595-1667).
Marconi,Marconi,Moon,72.88,-9.48,145.20,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Guglielmo; Italian physicist, inventor; Nobel laureate (1874-1937)."
Marco Polo,Marco Polo,Moon,28.25,15.52,-2.05,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Italian explorer (1254-1324).
Marinus,Marinus,Moon,56.55,-39.38,76.57,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Of Tyre; Greek geographer (unkn-c. 100).
Mariotte,Mariotte,Moon,70.27,-28.46,-139.06,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Edme; French physicist (1620-1684).
Marius,Marius,Moon,40.09,11.90,-50.84,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Mayer, Simon; German astronomer (1573-1624)."
Markov,Markov,Moon,39.92,53.43,-62.84,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Aleksandr Vladimirovich; Soviet astrophysicist (1897-1968); Andrei Andreevich; Russian mathematician (1856-1922).
Marth,Marth,Moon,6.54,-31.16,-29.35,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Albert; German astronomer (1828-1897).
Marvin,Marvin,Moon,4.60,-89.13,-87.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ursula; American planetary geologist (1921-2018).
Mary,Mary,Moon,0.53,18.93,27.39,"Planetographic, +East, -180 - 180","Crater, craters",Approved,English form of Hebrew female name.
Maskelyne,Maskelyne,Moon,22.42,2.16,30.04,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nevil; British astronomer (1732-1811).
Mason,Mason,Moon,33.33,42.70,30.51,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Charles; British astronomer (1730-1787).
Maunder,Maunder,Moon,53.80,-14.52,-93.88,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Annie Scott Dill Russell; British astronomer (1868-1947); Edward Walter; British astronomer (1851-1928).
Maupertuis,Maupertuis,Moon,45.49,49.70,-27.28,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Pierre Louis Moreau de; French mathematician (1698-1759).
Maurolycus,Maurolycus,Moon,115.35,-41.77,13.92,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Maurolico, Francesco; Italian mathematician (1494-1575)."
Maury,Maury,Moon,16.58,37.11,39.69,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Matthew Fontaine; American oceanographer (1806-1873); Antonia Caetana de Paiva Pereira; American astronomer (1866-1952).
Mavis,Mavis,Moon,1.09,29.76,-26.36,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Scottish female name.
Maxwell,Maxwell,Moon,109.24,29.90,98.53,"Planetographic, +East, -180 - 180","Crater, craters",Approved,James Clerk; British physicist (1831-1879).
McAdie,McAdie,Moon,41.00,2.11,92.22,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Alexander George; American meteorologist (1863-1943).
McAuliffe,McAuliffe,Moon,19.11,-33.24,-149.77,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sharon Christa Corrigan; civilian school teacher member of the Challenger crew (1948-1986).
McClure,McClure,Moon,23.96,-15.32,50.24,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Robert Le Mesurier; British explorer (1807-1873).
McCool,McCool,Moon,20.47,-41.28,-146.26,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"William Cameron; American astronaut, Space Shuttle Columbia Pilot (1961-2003)."
McDonald,McDonald,Moon,6.97,30.39,-20.88,"Planetographic, +East, -180 - 180","Crater, craters",Approved,William Johnson; American benefactor (1844-1926); Thomas Logie; Scottish selenographer (1901-1973).
McKellar,McKellar,Moon,50.16,-15.72,-170.86,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Andrew; Canadian astronomer (1910-1960).
McLaughlin,McLaughlin,Moon,75.29,47.01,-92.83,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Dean Benjamin; American astronomer (1901-1965).
McMath,McMath,Moon,88.58,16.63,-166.09,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Francis Charles; American engineer, astronomer (1867-1938); Robert Raynolds; American astronomer (1891-1962)."
McNair,McNair,Moon,32.02,-35.93,-147.95,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ronald Ewald; member of the Challenger crew (1950-1986).
McNally,McNally,Moon,47.03,22.50,-127.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Paul Aloysius; American astronomer (1890-1955).
Mechnikov,Mechnikov,Moon,58.83,-10.47,-148.99,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ilya Ilich; Russian-French bacteriologist; Nobel laureate (1845-1916).
Mee,Mee,Moon,134.11,-43.63,-35.19,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Arthur Butler Phillips; Scottish astronomer (1860-1926).
Mees,Mees,Moon,51.55,13.57,-96.18,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Charles Edward Kenneth; British-born American photographer (1882-1960).
Meggers,Meggers,Moon,51.16,24.30,122.94,"Planetographic, +East, -180 - 180","Crater, craters",Approved,William Frederick; American physicist (1888-1966).
Meitner,Meitner,Moon,87.27,-10.87,113.10,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Lise; Austrian physicist (1878-1968).
Melissa,Melissa,Moon,17.21,8.12,121.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek female name.
Mendel,Mendel,Moon,139.65,-48.83,-109.86,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gregor Johann; Austrian biologist (1822-1884).
Mendeleev,Mendeleev,Moon,325.13,5.38,141.17,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Dmitri Ivanovich; Russian chemist (1834-1907).
Menelaus,Menelaus,Moon,27.13,16.26,15.93,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Of Alexandria; Greek geometer, astronomer (c. A.D. 98)."
Menzel,Menzel,Moon,3.44,3.41,36.94,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Donald Howard; American astrophysicist, Smithsonian researcher (1901-1976)."
Mercator,Mercator,Moon,46.32,-29.25,-26.11,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Gerard De Kremer (Gerhardus Mercator); Belgian cartographer, geographer, mathematician (1512-1594)."
Mercurius,Mercurius,Moon,64.30,46.66,66.07,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Mercury; Roman mythical messenger.
Merrill,Merrill,Moon,56.99,74.83,-117.45,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Paul Willard; American astronomer (1887-1961).
Mersenius,Mersenius,Moon,84.46,-21.49,-49.34,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Mersenne, Marin; French mathematician, physicist (1588-1648)."
Meshcherskiy,Meshcherskiy,Moon,65.94,12.11,125.53,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ivan Vsevolodovich; Russian mathematician (1859-1935).
Messala,Messala,Moon,122.40,39.31,60.06,"Planetographic, +East, -180 - 180","Crater, craters",Approved,(Ma-Sa-Allah); Jewish astronomer (unkn- c. 815).
Messier,Messier,Moon,13.80,-1.90,47.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Charles; French astronomer (1730-1817).
Metius,Metius,Moon,83.81,-40.42,43.37,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Adriaan Adriaanszoon; Dutch astronomer (1571-1635).
Meton,Meton,Moon,124.70,73.57,19.63,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Greek astronomer (unkn-fl. 432 B.C.).
Mezentsev,Mezentsev,Moon,84.51,71.77,-129.64,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Yurij Borisovich; Soviet rocket scientist (1929-1965).
Michael,Michael,Moon,3.46,25.05,0.21,"Planetographic, +East, -180 - 180","Crater, craters",Approved,English male name.
Michelson,Michelson,Moon,123.14,6.72,-121.55,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Albert Abraham; German-American physicist; Nobel laureate (1852-1931).
Milankovič,Milankovic,Moon,94.21,76.53,171.35,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Milutin; Yugoslavian astronomer (1879-1958).
Milichius,Milichius,Moon,12.19,10.01,-30.23,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Milich, Jacob; German doctor, mathematician, astronomer (1501-1559)."
Miller,Miller,Moon,61.37,-39.37,0.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,William Allen; British chemist (1817-1870).
Millikan,Millikan,Moon,93.97,46.76,121.52,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Robert Andrews; American physicist; Nobel laureate (1868-1953).
Mills,Mills,Moon,35.65,8.54,155.74,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Mark Muir; American physicist (1917-1958).
Milne,Milne,Moon,259.97,-31.00,112.78,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Edward Arthur; British mathematician, astrophysicist (1896-1950)."
Mineur,Mineur,Moon,72.28,24.67,-161.73,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Henri; French mathematician, astronomer (1899-1954)."
Minkowski,Minkowski,Moon,107.51,-56.13,-145.80,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Hermann; German mathematician (1864-1909); Rudolph Leo Bernhard; American astronomer (1895-1976).
Minnaert,Minnaert,Moon,137.31,-67.54,178.57,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Marcel Gilles Jozef; Dutch astronomer, astrophysicist (1893-1970)."
Mitchell,Mitchell,Moon,32.15,49.77,20.17,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Maria; American astronomer (1818-1889).
Mitra,Mitra,Moon,97.10,17.76,-154.65,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Sisir Kumar; Indian physicist (1890-1963).
Möbius,Mobius,Moon,48.96,15.63,101.13,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"August Ferdinand; German mathematician, astronomer (1790-1868)."
Mohorovičić,Mohorovicic,Moon,49.97,-18.73,-164.83,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Andrija; Croatian geophysicist (1857-1936). (Spelling changed from Mohoróvičic.)
Moigno,Moigno,Moon,36.83,66.27,28.80,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Francois Napoleon Marie; French mathematician, physicist (1804-1884)."
Moiseev,Moiseev,Moon,61.56,9.44,103.26,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nikolay Dmitrievich; Soviet astronomer (1902-1955).
Moissan,Moissan,Moon,22.45,4.77,137.45,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Ferdinand Frederic Henri; French chemist; Nobel laureate (1852-1907).
Moltke,Moltke,Moon,6.15,-0.59,24.16,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Helmuth Karl, Graf von; German benefactor (1800-1891)."
Monge,Monge,Moon,36.60,-19.24,47.54,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Gaspard; French mathematician (1746-1818).
Monira,Monira,Moon,1.07,-12.54,-1.73,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Arabic female name.
Montanari,Montanari,Moon,77.05,-45.83,-20.76,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Geminiano; Italian astronomer, mathematician (1633-1687)."
Montgolfier,Montgolfier,Moon,83.71,47.06,-160.08,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).
Moore,Moore,Moon,52.66,37.25,-177.55,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Joseph Haines; American astronomer (1878-1949).
Moretus,Moretus,Moon,114.45,-70.63,-5.95,"Planetographic, +East, -180 - 180","Crater, craters",Approved,"Moret, Theodore; Belgian mathematician (1602-1667)."
Morley,Morley,Moon,13.71,-2.82,64.62,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Edward Williams; American chemist (1838-1923).
Morozov,Morozov,Moon,41.01,4.62,127.33,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).
Morse,Morse,Moon,72.77,21.90,-175.29,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Samuel Finley Breese; American inventor (1791-1872).
Moseley,Moseley,Moon,88.89,20.95,-90.20,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Henry Gwyn Jeffreys; British physicist (1887-1915).
Mösting,Mosting,Moon,24.38,-0.70,-5.88,"Planetographic, +East, -180 - 180","Crater, craters",Approved,Johan Sigismund von; Danish benefactor (1759-1843).
